path,fire,smoke
train/images/AoF03071.jpg,0,0
train/images/WEB02046.jpg,0,0
train/images/AoF03888.jpg,0,0
train/images/PublicDataset00109.jpg,1,1
train/images/WEB01401.jpg,0,0
train/images/WEB02087.jpg,0,0
train/images/AoF03134.jpg,0,0
train/images/AoF02581.jpg,0,0
train/images/WEB01529.jpg,0,0
train/images/WEB09414.jpg,1,0
train/images/AoF04782.jpg,0,1
train/images/WEB09289.jpg,1,1
train/images/WEB00548.jpg,0,0
train/images/AoF05673.jpg,1,0
train/images/AoF05512.jpg,1,0
train/images/WEB05653.jpg,1,1
train/images/WEB03789.jpg,0,1
train/images/WEB04839.jpg,1,1
train/images/AoF06106.jpg,1,0
train/images/WEB02302.jpg,0,0
train/images/WEB00420.jpg,0,0
train/images/AoF00325.jpg,0,0
train/images/WEB07714.jpg,1,1
train/images/WEB02593.jpg,0,0
train/images/AoF01673.jpg,0,0
train/images/WEB01138.jpg,0,0
train/images/WEB02333.jpg,0,0
train/images/AoF02612.jpg,0,0
train/images/AoF05102.jpg,1,0
train/images/WEB00255.jpg,0,0
train/images/WEB00284.jpg,0,0
train/images/WEB08708.jpg,1,0
train/images/AoF00036.jpg,0,0
train/images/WEB08186.jpg,1,0
train/images/WEB02866.jpg,0,0
train/images/WEB05107.jpg,1,1
train/images/WEB08312.jpg,1,0
train/images/WEB00611.jpg,0,0
train/images/WEB05950.jpg,0,1
train/images/WEB02765.jpg,0,0
train/images/AoF02706.jpg,0,0
train/images/WEB00133.jpg,0,0
train/images/WEB01048.jpg,0,0
train/images/PublicDataset00466.jpg,1,0
train/images/WEB00430.jpg,0,0
train/images/WEB08924.jpg,1,1
train/images/WEB06759.jpg,1,1
train/images/AoF01026.jpg,0,0
train/images/AoF03477.jpg,0,0
train/images/WEB03249.jpg,0,0
train/images/WEB02169.jpg,0,0
train/images/WEB03299.jpg,0,0
train/images/WEB00441.jpg,0,0
train/images/WEB04127.jpg,0,1
train/images/PublicDataset00570.jpg,1,0
train/images/WEB07860.jpg,1,1
train/images/WEB00380.jpg,0,0
train/images/WEB09043.jpg,1,0
train/images/WEB07233.jpg,1,0
train/images/WEB04180.jpg,0,1
train/images/WEB02340.jpg,0,0
train/images/AoF01123.jpg,0,0
train/images/AoF03745.jpg,0,0
train/images/WEB01041.jpg,0,0
train/images/WEB04015.jpg,1,1
train/images/AoF05240.jpg,1,0
train/images/WEB00951.jpg,0,0
train/images/WEB02813.jpg,0,0
train/images/WEB00771.jpg,0,0
train/images/WEB02094.jpg,0,0
train/images/AoF04289.jpg,1,1
train/images/AoF03567.jpg,1,0
train/images/AoF02345.jpg,0,0
train/images/AoF05333.jpg,1,0
train/images/WEB06338.jpg,1,1
train/images/AoF05127.jpg,1,0
train/images/WEB09302.jpg,1,0
train/images/WEB04707.jpg,0,1
train/images/AoF02266.jpg,0,0
train/images/WEB09088.jpg,1,1
train/images/AoF00233.jpg,0,0
train/images/PublicDataset00040.jpg,0,1
train/images/AoF03042.jpg,0,0
train/images/WEB01984.jpg,0,0
train/images/WEB06531.jpg,1,0
train/images/AoF00112.jpg,0,0
train/images/WEB03770.jpg,0,1
train/images/WEB06293.jpg,1,1
train/images/WEB00042.jpg,0,0
train/images/PublicDataset00187.jpg,1,0
train/images/WEB00457.jpg,0,0
train/images/WEB09328.jpg,1,1
train/images/AoF01424.jpg,0,0
train/images/WEB06894.jpg,1,0
train/images/WEB04276.jpg,1,1
train/images/WEB05209.jpg,1,1
train/images/WEB03387.jpg,0,0
train/images/WEB04925.jpg,1,1
train/images/WEB05420.jpg,1,1
train/images/WEB00335.jpg,0,0
train/images/WEB06344.jpg,1,0
train/images/PublicDataset00740.jpg,1,0
train/images/WEB09396.jpg,1,0
train/images/WEB07583.jpg,1,0
train/images/WEB06150.jpg,1,1
train/images/WEB09005.jpg,1,0
train/images/WEB01162.jpg,0,0
train/images/AoF01575.jpg,0,0
train/images/WEB01973.jpg,0,0
train/images/WEB01803.jpg,0,0
train/images/WEB00903.jpg,0,0
train/images/WEB03701.jpg,0,1
train/images/WEB06897.jpg,1,0
train/images/WEB03565.jpg,0,0
train/images/AoF00244.jpg,0,0
train/images/WEB01269.jpg,0,0
train/images/PublicDataset00339.jpg,1,0
train/images/AoF05593.jpg,1,0
train/images/AoF06016.jpg,1,0
train/images/WEB09381.jpg,1,0
train/images/AoF01107.jpg,0,0
train/images/AoF03967.jpg,0,0
train/images/WEB00294.jpg,0,0
train/images/WEB07060.jpg,1,1
train/images/WEB05716.jpg,1,1
train/images/WEB01810.jpg,0,0
train/images/WEB06675.jpg,1,1
train/images/WEB09185.jpg,1,0
train/images/AoF04149.jpg,1,1
train/images/AoF06469.jpg,1,0
train/images/AoF00581.jpg,0,0
train/images/WEB06287.jpg,1,1
train/images/WEB05425.jpg,1,1
train/images/WEB05100.jpg,1,1
train/images/WEB01689.jpg,0,0
train/images/AoF04435.jpg,1,1
train/images/WEB08971.jpg,1,1
train/images/WEB08445.jpg,1,0
train/images/AoF00561.jpg,0,0
train/images/AoF04241.jpg,1,1
train/images/AoF00321.jpg,0,0
train/images/WEB08263.jpg,1,1
train/images/AoF06565.jpg,1,0
train/images/AoF02547.jpg,0,0
train/images/PublicDataset00704.jpg,1,0
train/images/PublicDataset00785.jpg,1,0
train/images/AoF00221.jpg,0,0
train/images/WEB05939.jpg,1,1
train/images/AoF02062.jpg,0,0
train/images/AoF02217.jpg,0,0
train/images/WEB08706.jpg,1,0
train/images/AoF04983.jpg,0,1
train/images/AoF02157.jpg,0,0
train/images/WEB01614.jpg,0,0
train/images/AoF02677.jpg,0,0
train/images/WEB02495.jpg,0,0
train/images/AoF03596.jpg,0,0
train/images/WEB02546.jpg,0,0
train/images/WEB00206.jpg,0,0
train/images/WEB03106.jpg,0,0
train/images/WEB06996.jpg,1,0
train/images/AoF06608.jpg,1,0
train/images/WEB03500.jpg,0,0
train/images/AoF04364.jpg,0,1
train/images/WEB00493.jpg,0,0
train/images/WEB07037.jpg,1,0
train/images/WEB01396.jpg,0,0
train/images/WEB07705.jpg,1,0
train/images/WEB05785.jpg,0,1
train/images/WEB00311.jpg,0,0
train/images/WEB03988.jpg,1,1
train/images/WEB02714.jpg,0,0
train/images/AoF01629.jpg,0,0
train/images/AoF04058.jpg,1,1
train/images/WEB03273.jpg,0,0
train/images/WEB00027.jpg,0,0
train/images/WEB01145.jpg,0,0
train/images/WEB00974.jpg,0,0
train/images/AoF02467.jpg,0,0
train/images/WEB09149.jpg,1,0
train/images/AoF06155.jpg,1,0
train/images/WEB06776.jpg,1,1
train/images/WEB03542.jpg,0,0
train/images/WEB05162.jpg,1,1
train/images/WEB03786.jpg,1,1
train/images/WEB02767.jpg,0,0
train/images/AoF02898.jpg,0,0
train/images/WEB01211.jpg,0,0
train/images/WEB00104.jpg,0,0
train/images/AoF01023.jpg,0,0
train/images/AoF00061.jpg,0,0
train/images/WEB03828.jpg,1,1
train/images/WEB09279.jpg,1,0
train/images/WEB06092.jpg,1,0
train/images/WEB06193.jpg,1,0
train/images/AoF05526.jpg,1,0
train/images/AoF06378.jpg,1,0
train/images/AoF02410.jpg,0,0
train/images/WEB02938.jpg,0,0
train/images/WEB00185.jpg,0,0
train/images/WEB04447.jpg,0,1
train/images/WEB01224.jpg,0,0
train/images/AoF01788.jpg,0,0
train/images/AoF05255.jpg,1,0
train/images/PublicDataset00606.jpg,1,0
train/images/WEB04333.jpg,1,1
train/images/WEB00593.jpg,0,0
train/images/WEB05463.jpg,1,1
train/images/WEB03104.jpg,0,0
train/images/AoF04490.jpg,1,1
train/images/PublicDataset00616.jpg,1,0
train/images/AoF03007.jpg,0,0
train/images/WEB02569.jpg,0,0
train/images/PublicDataset00976.jpg,0,0
train/images/WEB04259.jpg,1,1
train/images/AoF01760.jpg,0,0
train/images/WEB02620.jpg,0,0
train/images/WEB04552.jpg,1,1
train/images/AoF05426.jpg,1,0
train/images/AoF01585.jpg,0,0
train/images/AoF00213.jpg,0,0
train/images/WEB02473.jpg,0,0
train/images/WEB03902.jpg,1,1
train/images/WEB01923.jpg,0,0
train/images/AoF02800.jpg,0,0
train/images/WEB04123.jpg,1,1
train/images/AoF05748.jpg,1,0
train/images/AoF05377.jpg,1,0
train/images/AoF04385.jpg,1,1
train/images/WEB02080.jpg,0,0
train/images/WEB02098.jpg,0,0
train/images/AoF00226.jpg,0,0
train/images/WEB07012.jpg,1,1
train/images/WEB07771.jpg,1,0
train/images/AoF05861.jpg,1,0
train/images/WEB05188.jpg,1,1
train/images/AoF05923.jpg,1,0
train/images/WEB02284.jpg,0,0
train/images/WEB05200.jpg,0,1
train/images/AoF00922.jpg,0,0
train/images/WEB08917.jpg,1,0
train/images/PublicDataset00844.jpg,1,0
train/images/WEB04465.jpg,1,1
train/images/WEB02830.jpg,0,0
train/images/WEB08483.jpg,1,1
train/images/WEB01338.jpg,0,0
train/images/AoF05058.jpg,1,1
train/images/AoF01961.jpg,0,0
train/images/WEB01688.jpg,0,0
train/images/AoF04868.jpg,1,1
train/images/WEB06631.jpg,1,0
train/images/WEB01252.jpg,0,0
train/images/AoF01704.jpg,0,0
train/images/WEB05561.jpg,1,1
train/images/AoF04339.jpg,1,1
train/images/WEB02831.jpg,0,0
train/images/WEB03529.jpg,0,0
train/images/AoF02498.jpg,0,0
train/images/AoF03713.jpg,0,0
train/images/AoF04187.jpg,1,1
train/images/AoF05371.jpg,1,0
train/images/WEB05066.jpg,1,1
train/images/AoF00255.jpg,0,0
train/images/WEB00636.jpg,0,0
train/images/WEB07536.jpg,1,1
train/images/WEB09032.jpg,1,0
train/images/WEB04943.jpg,1,1
train/images/WEB02845.jpg,0,0
train/images/WEB02507.jpg,0,0
train/images/WEB09124.jpg,0,1
train/images/WEB03239.jpg,0,0
train/images/PublicDataset00540.jpg,1,0
train/images/WEB04030.jpg,0,1
train/images/AoF01384.jpg,0,0
train/images/WEB08960.jpg,1,1
train/images/WEB06310.jpg,1,0
train/images/WEB01084.jpg,0,0
train/images/WEB07181.jpg,1,0
train/images/WEB03539.jpg,0,0
train/images/WEB06358.jpg,1,0
train/images/WEB04027.jpg,1,1
train/images/AoF03174.jpg,0,0
train/images/WEB08106.jpg,1,0
train/images/WEB07877.jpg,1,1
train/images/PublicDataset00718.jpg,1,0
train/images/AoF05906.jpg,1,0
train/images/AoF01278.jpg,0,0
train/images/WEB05672.jpg,1,1
train/images/PublicDataset00345.jpg,1,0
train/images/AoF04787.jpg,0,1
train/images/WEB01386.jpg,0,0
train/images/AoF03606.jpg,0,0
train/images/WEB06603.jpg,1,0
train/images/PublicDataset00593.jpg,1,0
train/images/AoF03576.jpg,0,0
train/images/WEB05870.jpg,1,1
train/images/WEB03928.jpg,1,1
train/images/AoF03344.jpg,0,0
train/images/AoF06336.jpg,1,0
train/images/AoF03137.jpg,0,0
train/images/AoF04100.jpg,1,1
train/images/AoF05239.jpg,1,0
train/images/WEB02779.jpg,0,0
train/images/WEB03779.jpg,1,1
train/images/WEB08509.jpg,1,0
train/images/AoF02214.jpg,0,0
train/images/WEB00536.jpg,0,0
train/images/AoF04142.jpg,0,1
train/images/WEB04515.jpg,1,1
train/images/WEB03039.jpg,0,0
train/images/WEB03092.jpg,0,0
train/images/AoF03601.jpg,0,0
train/images/AoF01221.jpg,0,0
train/images/AoF02118.jpg,0,0
train/images/WEB02196.jpg,0,0
train/images/AoF04774.jpg,0,1
train/images/AoF02331.jpg,0,0
train/images/WEB05132.jpg,1,1
train/images/WEB02697.jpg,0,0
train/images/AoF05106.jpg,1,0
train/images/AoF05775.jpg,1,0
train/images/WEB08345.jpg,1,0
train/images/WEB04056.jpg,1,1
train/images/AoF03388.jpg,0,0
train/images/AoF02288.jpg,0,0
train/images/AoF02533.jpg,0,0
train/images/WEB06405.jpg,1,0
train/images/WEB01169.jpg,0,0
train/images/WEB08165.jpg,1,0
train/images/WEB06858.jpg,1,1
train/images/AoF02336.jpg,0,0
train/images/WEB04898.jpg,1,0
train/images/WEB00597.jpg,0,0
train/images/AoF02032.jpg,0,0
train/images/WEB06781.jpg,1,0
train/images/WEB04256.jpg,1,1
train/images/WEB04826.jpg,1,1
train/images/WEB08689.jpg,1,0
train/images/AoF03896.jpg,0,0
train/images/AoF00759.jpg,0,0
train/images/AoF01395.jpg,0,0
train/images/AoF00294.jpg,0,0
train/images/WEB03118.jpg,0,0
train/images/WEB01727.jpg,0,0
train/images/AoF01671.jpg,0,0
train/images/WEB00296.jpg,0,0
train/images/AoF00021.jpg,0,0
train/images/AoF03301.jpg,0,0
train/images/WEB00776.jpg,0,0
train/images/PublicDataset01050.jpg,1,0
train/images/AoF00394.jpg,0,0
train/images/WEB05718.jpg,1,1
train/images/WEB06129.jpg,1,0
train/images/AoF00099.jpg,0,0
train/images/AoF05369.jpg,1,1
train/images/AoF03379.jpg,0,0
train/images/WEB03298.jpg,0,0
train/images/AoF02164.jpg,0,0
train/images/AoF01777.jpg,0,0
train/images/AoF00663.jpg,0,0
train/images/WEB02647.jpg,0,0
train/images/AoF04103.jpg,1,1
train/images/AoF00923.jpg,0,0
train/images/AoF01171.jpg,0,0
train/images/WEB06859.jpg,1,1
train/images/WEB05536.jpg,1,1
train/images/WEB00734.jpg,0,0
train/images/AoF04152.jpg,1,1
train/images/WEB06944.jpg,1,0
train/images/WEB06361.jpg,1,1
train/images/WEB06910.jpg,1,1
train/images/AoF06050.jpg,1,0
train/images/WEB00532.jpg,0,0
train/images/AoF00545.jpg,0,0
train/images/WEB03726.jpg,0,1
train/images/WEB02388.jpg,0,0
train/images/AoF03772.jpg,0,0
train/images/PublicDataset00866.jpg,0,0
train/images/WEB08555.jpg,1,0
train/images/WEB05964.jpg,1,1
train/images/WEB01087.jpg,0,0
train/images/AoF05521.jpg,1,0
train/images/AoF06330.jpg,1,0
train/images/WEB04960.jpg,1,1
train/images/WEB02801.jpg,0,0
train/images/WEB00916.jpg,0,0
train/images/WEB08477.jpg,1,0
train/images/AoF05574.jpg,1,0
train/images/AoF04494.jpg,0,1
train/images/AoF06351.jpg,1,0
train/images/WEB02839.jpg,0,0
train/images/AoF06034.jpg,1,0
train/images/WEB03496.jpg,0,0
train/images/AoF01573.jpg,0,0
train/images/WEB03650.jpg,0,0
train/images/AoF05109.jpg,1,0
train/images/WEB02906.jpg,0,0
train/images/WEB01518.jpg,0,0
train/images/AoF03000.jpg,0,0
train/images/WEB05283.jpg,1,1
train/images/WEB03475.jpg,0,0
train/images/WEB02653.jpg,0,0
train/images/WEB08598.jpg,1,1
train/images/AoF05976.jpg,1,0
train/images/WEB03426.jpg,0,0
train/images/AoF02724.jpg,0,0
train/images/AoF00395.jpg,0,0
train/images/AoF00949.jpg,0,0
train/images/WEB00859.jpg,0,0
train/images/AoF03001.jpg,0,0
train/images/PublicDataset00777.jpg,1,0
train/images/AoF00184.jpg,0,0
train/images/WEB03659.jpg,0,0
train/images/WEB04308.jpg,1,1
train/images/WEB08566.jpg,1,0
train/images/AoF05659.jpg,1,0
train/images/WEB04616.jpg,1,1
train/images/WEB01575.jpg,0,0
train/images/WEB01253.jpg,0,0
train/images/WEB07798.jpg,1,0
train/images/WEB05236.jpg,1,1
train/images/WEB04827.jpg,1,1
train/images/WEB04991.jpg,1,1
train/images/WEB09265.jpg,1,0
train/images/AoF05177.jpg,1,0
train/images/WEB08170.jpg,1,0
train/images/WEB06752.jpg,1,1
train/images/WEB03932.jpg,1,1
train/images/PublicDataset00494.jpg,1,0
train/images/WEB01113.jpg,0,0
train/images/WEB06856.jpg,1,0
train/images/WEB02019.jpg,0,0
train/images/AoF06194.jpg,1,0
train/images/WEB04122.jpg,1,1
train/images/WEB04517.jpg,1,1
train/images/AoF00279.jpg,0,0
train/images/AoF01613.jpg,0,0
train/images/AoF03160.jpg,0,0
train/images/AoF02696.jpg,0,0
train/images/AoF04679.jpg,1,1
train/images/WEB05270.jpg,1,1
train/images/WEB01117.jpg,0,0
train/images/WEB08019.jpg,1,0
train/images/AoF04642.jpg,0,1
train/images/WEB08349.jpg,1,0
train/images/AoF05595.jpg,1,0
train/images/AoF03133.jpg,0,0
train/images/WEB03989.jpg,1,1
train/images/WEB01674.jpg,0,0
train/images/WEB03128.jpg,0,0
train/images/WEB04118.jpg,0,1
train/images/WEB01705.jpg,0,0
train/images/WEB04712.jpg,1,1
train/images/WEB01777.jpg,0,0
train/images/WEB07573.jpg,1,0
train/images/AoF02892.jpg,0,0
train/images/WEB02915.jpg,0,0
train/images/WEB00945.jpg,0,0
train/images/WEB03755.jpg,1,1
train/images/WEB07123.jpg,0,1
train/images/WEB03912.jpg,1,1
train/images/WEB05380.jpg,1,1
train/images/WEB08668.jpg,1,0
train/images/PublicDataset00360.jpg,1,0
train/images/WEB07238.jpg,1,1
train/images/WEB03222.jpg,0,0
train/images/WEB05708.jpg,1,1
train/images/WEB00660.jpg,0,0
train/images/WEB04206.jpg,1,1
train/images/AoF00174.jpg,0,0
train/images/WEB04063.jpg,1,1
train/images/WEB02657.jpg,0,0
train/images/WEB06768.jpg,1,1
train/images/AoF05296.jpg,1,0
train/images/WEB07682.jpg,1,0
train/images/AoF00139.jpg,0,0
train/images/WEB01789.jpg,0,0
train/images/WEB01147.jpg,0,0
train/images/AoF00045.jpg,0,0
train/images/WEB02655.jpg,0,0
train/images/WEB03516.jpg,0,0
train/images/PublicDataset01039.jpg,0,1
train/images/AoF01872.jpg,0,0
train/images/WEB01421.jpg,0,0
train/images/AoF00114.jpg,0,0
train/images/WEB00772.jpg,0,0
train/images/WEB08733.jpg,1,0
train/images/AoF01707.jpg,0,0
train/images/WEB04722.jpg,0,1
train/images/WEB02155.jpg,0,0
train/images/AoF02857.jpg,0,0
train/images/AoF04848.jpg,1,1
train/images/AoF04195.jpg,1,1
train/images/WEB00429.jpg,0,0
train/images/WEB01713.jpg,0,0
train/images/AoF05557.jpg,1,0
train/images/WEB07398.jpg,1,0
train/images/AoF02411.jpg,0,0
train/images/WEB03692.jpg,1,1
train/images/AoF06486.jpg,1,0
train/images/AoF04601.jpg,0,1
train/images/AoF01187.jpg,0,0
train/images/WEB05552.jpg,1,1
train/images/WEB04813.jpg,1,1
train/images/WEB04469.jpg,1,1
train/images/AoF06692.jpg,1,0
train/images/WEB08975.jpg,1,0
train/images/AoF04063.jpg,0,1
train/images/WEB03389.jpg,0,0
train/images/AoF03544.jpg,0,0
train/images/AoF03662.jpg,0,0
train/images/WEB03784.jpg,1,1
train/images/WEB08825.jpg,1,1
train/images/AoF03823.jpg,0,0
train/images/AoF06417.jpg,1,0
train/images/AoF00088.jpg,0,0
train/images/WEB08746.jpg,1,0
train/images/AoF06053.jpg,1,0
train/images/AoF04246.jpg,1,1
train/images/WEB03634.jpg,0,0
train/images/WEB01711.jpg,0,0
train/images/WEB06562.jpg,1,1
train/images/WEB07680.jpg,1,0
train/images/WEB03428.jpg,0,0
train/images/WEB05890.jpg,1,1
train/images/WEB00340.jpg,0,0
train/images/AoF02239.jpg,0,0
train/images/WEB06239.jpg,1,0
train/images/WEB08435.jpg,0,1
train/images/AoF05091.jpg,1,0
train/images/WEB05182.jpg,1,1
train/images/WEB04756.jpg,1,1
train/images/PublicDataset00876.jpg,0,0
train/images/AoF04138.jpg,1,1
train/images/WEB02993.jpg,0,0
train/images/WEB04871.jpg,1,1
train/images/WEB09357.jpg,1,0
train/images/AoF06584.jpg,1,0
train/images/AoF06624.jpg,1,0
train/images/AoF06715.jpg,1,0
train/images/AoF00836.jpg,0,0
train/images/WEB00168.jpg,0,0
train/images/WEB02402.jpg,0,0
train/images/WEB08191.jpg,1,0
train/images/AoF06561.jpg,1,0
train/images/WEB07042.jpg,1,0
train/images/PublicDataset01008.jpg,1,1
train/images/WEB07280.jpg,1,1
train/images/AoF00275.jpg,0,0
train/images/WEB03313.jpg,0,0
train/images/AoF05532.jpg,1,0
train/images/WEB00362.jpg,0,0
train/images/AoF02554.jpg,0,0
train/images/WEB00205.jpg,0,0
train/images/AoF00026.jpg,0,0
train/images/WEB08327.jpg,1,1
train/images/WEB01548.jpg,0,0
train/images/PublicDataset00161.jpg,1,0
train/images/WEB02775.jpg,0,0
train/images/AoF04108.jpg,1,1
train/images/WEB00675.jpg,0,0
train/images/PublicDataset00370.jpg,1,0
train/images/AoF00915.jpg,0,0
train/images/WEB04761.jpg,1,1
train/images/WEB04142.jpg,0,1
train/images/WEB02354.jpg,0,0
train/images/WEB00513.jpg,0,0
train/images/AoF04707.jpg,0,1
train/images/WEB07150.jpg,1,1
train/images/AoF00839.jpg,0,0
train/images/WEB01062.jpg,0,0
train/images/WEB00006.jpg,0,0
train/images/WEB02150.jpg,0,0
train/images/AoF06433.jpg,1,0
train/images/AoF02092.jpg,0,0
train/images/WEB09072.jpg,1,1
train/images/WEB03738.jpg,1,1
train/images/AoF05125.jpg,1,0
train/images/AoF03820.jpg,0,0
train/images/WEB04662.jpg,1,1
train/images/AoF01357.jpg,0,0
train/images/WEB01446.jpg,0,0
train/images/WEB03546.jpg,0,0
train/images/AoF06615.jpg,1,0
train/images/AoF03525.jpg,0,0
train/images/AoF05979.jpg,1,0
train/images/AoF02434.jpg,0,0
train/images/AoF01365.jpg,0,0
train/images/WEB02892.jpg,0,0
train/images/WEB02863.jpg,0,0
train/images/PublicDataset00937.jpg,0,0
train/images/AoF00224.jpg,0,0
train/images/WEB02862.jpg,0,0
train/images/PublicDataset00250.jpg,1,0
train/images/AoF04577.jpg,0,1
train/images/PublicDataset00617.jpg,1,0
train/images/WEB07634.jpg,1,0
train/images/WEB05556.jpg,1,1
train/images/AoF00024.jpg,0,0
train/images/WEB01640.jpg,0,0
train/images/WEB03635.jpg,0,0
train/images/AoF00515.jpg,0,0
train/images/WEB04797.jpg,1,1
train/images/WEB05409.jpg,1,1
train/images/WEB05889.jpg,1,1
train/images/AoF01201.jpg,0,0
train/images/WEB03616.jpg,0,0
train/images/AoF02225.jpg,0,0
train/images/AoF02543.jpg,0,0
train/images/WEB01025.jpg,0,0
train/images/AoF04131.jpg,1,1
train/images/AoF05078.jpg,1,0
train/images/WEB08984.jpg,1,1
train/images/WEB08638.jpg,1,1
train/images/AoF04164.jpg,1,1
train/images/PublicDataset00736.jpg,1,0
train/images/WEB05462.jpg,1,1
train/images/WEB02885.jpg,0,0
train/images/WEB06196.jpg,1,0
train/images/WEB02787.jpg,0,0
train/images/AoF01724.jpg,0,0
train/images/AoF03140.jpg,0,0
train/images/AoF04554.jpg,1,1
train/images/WEB07844.jpg,1,1
train/images/WEB07846.jpg,1,0
train/images/WEB05218.jpg,1,1
train/images/WEB01507.jpg,0,0
train/images/AoF04957.jpg,0,1
train/images/WEB07003.jpg,1,1
train/images/WEB08249.jpg,1,1
train/images/AoF01450.jpg,0,0
train/images/AoF01918.jpg,0,0
train/images/AoF01464.jpg,0,0
train/images/AoF02918.jpg,0,0
train/images/WEB03082.jpg,0,0
train/images/AoF06701.jpg,1,0
train/images/PublicDataset00181.jpg,1,0
train/images/AoF02843.jpg,0,0
train/images/AoF01810.jpg,0,0
train/images/WEB06243.jpg,1,0
train/images/AoF06071.jpg,0,0
train/images/AoF04451.jpg,1,1
train/images/WEB08543.jpg,1,0
train/images/AoF03204.jpg,0,0
train/images/PublicDataset00004.jpg,0,1
train/images/WEB08507.jpg,1,0
train/images/WEB02469.jpg,0,0
train/images/WEB03131.jpg,0,0
train/images/WEB07912.jpg,1,1
train/images/AoF03431.jpg,0,0
train/images/WEB04786.jpg,1,1
train/images/AoF00350.jpg,0,0
train/images/WEB08144.jpg,1,0
train/images/WEB00749.jpg,0,0
train/images/AoF03343.jpg,0,0
train/images/WEB07809.jpg,1,0
train/images/WEB07561.jpg,1,0
train/images/WEB08586.jpg,1,1
train/images/AoF04014.jpg,1,1
train/images/AoF00817.jpg,0,0
train/images/WEB00542.jpg,0,0
train/images/WEB06711.jpg,1,1
train/images/WEB07594.jpg,1,0
train/images/AoF02368.jpg,0,0
train/images/WEB03409.jpg,0,0
train/images/AoF04425.jpg,1,1
train/images/WEB01876.jpg,0,0
train/images/WEB08647.jpg,1,0
train/images/AoF02309.jpg,0,0
